Facility Type,Facility Number,FAC_N2,FAC_ID_Z,Facility Name,Licensee,Facility Administrator,Facility Telephone Number,Facility Address,Facility City,Facility State,Facility Zip,County Name,Regional Office,Facility Capacity,Facility Status,License First Date,Closed Date,Latitude,Longitude,WUICLASS10,HAZ_CLASS,Risk,Duplicate address
RESIDENTIAL CARE ELDERLY,198603255,198603255,CA198603255,ROSE VALLEY GARFIAS,ROSE VALLEY GARFIAS,"HSU, MICHAEL",(626) 375-8888,2346 GARFIAS DR,PASADENA,CA,91104,LOS ANGELES,28,6,LICENSED,1/23/2020,,34.17118,-118.102595,High_Dens_Interface,Urban Unzoned,Risky,Duplicate address
RESIDENTIAL CARE ELDERLY,361800149,361800149,CA361800149,ROSE VALLEY RCFE,ROSE VALLEY RCFE LLC,"HSU, MICHAEL",(626) 375-8888,11574 POPLAR ST,LOMA LINDA,CA,92354,SAN BERNARDINO,18,6,LICENSED,5/18/2017,,34.043539,-117.255442,Med_Dens_Interface,High,Risky,FALSE
RESIDENTIAL CARE ELDERLY,361800187,361800187,CA361800187,ROSE VALLEY REDLANDS,3P PROPERTY II LLC,"LEE, PATRICK C",(909) 389-7586,153 S DEARBORN ST,REDLANDS,CA,92374,SAN BERNARDINO,18,6,LICENSED,10/26/2017,,34.05249,-117.147303,Med_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,361880517,361880517,CA361880517,ROSE VALLEY REDLANDS II,DM FARVIEW LLC,"HSU, MICHAEL",(626) 375-8888,1309 FARVIEW LN,REDLANDS,CA,92374,SAN BERNARDINO,18,9,LICENSED,11/7/2018,,34.048558,-117.154537,Med_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,366425370,366425370,CA366425370,ROSE VILLA,"MASSEY LIFE AND HEALTH INSURANCE SERVICES, INC.",MANZOOR R. MASSEY,(909) 825-7673,11906 KINGSTON STREET,GRAND TERRACE,CA,92313,SAN BERNARDINO,18,6,LICENSED,6/29/2011,,34.037182,-117.310237,Med_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,79200901,79200901,CA079200901,ROSE WATERS HOME,ROSE WATERS HOME LLC,"BENDER, CHABA",(925) 270-3871,1719 MENDOCINO DRIVE,CONCORD,CA,94521,CONTRA COSTA,15,6,LICENSED,8/23/2019,,37.974193,-121.989409,Med_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,157202386,157202386,CA157202386,ROSEBELLA PLACE,"DALERE, GRACE A","DALERE, GRACE A",(661) 855-4500,9319 MANIHIKI,BAKERSFIELD,CA,93311,KERN,24,6,LICENSED,8/10/2010,,35.305701,-119.106362,High_Dens_NoVeg,Non-Wildland/Non-Urban,Ok,FALSE
RESIDENTIAL CARE ELDERLY,157208906,157208906,CA157208906,ROSEBELLA PLACE II,"DALERE, GRACE","DALERE, GRACE",(661) 564-9694,3706 RIDGEMONT ST,BAKERSFIELD,CA,93313,KERN,24,5,CLOSED,,12/12/2018,35.30254,-119.04429,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,342700326,342700326,CA342700326,ROSEBERRY CARE,"ROSEBERRY CARE, LLC & EXALT LIVING, LLC","QUISTGUARD, JESSICA",(818) 636-4823,128 BERRY STREET,ROSEVILLE,CA,95678,SACRAMENTO,27,15,LICENSED,8/29/2018,,38.758281,-121.274518,Med_Dens_NoVeg,Urban Unzoned,Ok,Duplicate address
RESIDENTIAL CARE ELDERLY,317001694,317001694,CA317001694,ROSEBERRY HOME CARE,"PIXLEY, DIANE K.","PIXLEY, DIANE",(916) 780-3369,128 BERRY STREET,ROSEVILLE,CA,95678,PLACER,27,15,CLOSED,4/2/2001,8/28/2018,38.758281,-121.274518,Med_Dens_NoVeg,Urban Unzoned,Ok,Duplicate address
RESIDENTIAL CARE ELDERLY,315001983,315001983,CA315001983,ROSEBRIDGE SENIOR CARE,"CHIS, MARIA ADRIANA","CHIS, MARIA ADRIANA",(916) 871-5314,6500 ROSE BRIDGE DRIVE,ROSEVILLE,CA,95678,PLACER,27,6,LICENSED,9/21/2007,,38.790857,-121.271382,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,198204972,198204972,CA198204972,ROSECRANS VILLA RESIDENTIAL CARE,"ROSECRANS VILLA, INC.",SANDRA LOPEZ,(310) 675-9163,14110 CORDARY AVENUE,HAWTHORNE,CA,90250,LOS ANGELES,11,135,LICENSED,10/27/2006,,33.903203,-118.341099,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,15600148,15600148,CA015600148,ROSEGATE,"KATI KNOX AND ASSOCIATES, INC.",MARYCHRIS DAVIS,(510) 483-0150,1345 CLARKE AVENUE,SAN LEANDRO,CA,94577,ALAMEDA,15,40,LICENSED,1/7/1997,,37.72337,-122.158556,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,306003893,306003893,CA306003893,ROSEHAVEN 1,"PICHIKA, JAYALAKSHMI",JAYALAKSHMI PICHIKA,(949) 366-2599,203 CALLE DEL JUEGO,SAN CLEMENTE,CA,92672,ORANGE,22,6,LICENSED,5/20/2008,,33.438372,-117.616251,Med_Dens_NoVeg,Very High,Risky,FALSE
RESIDENTIAL CARE ELDERLY,306000685,306000685,CA306000685,ROSEHAVEN III,"LEXANE, INC.",KARIE OLSON,(949) 366-9550,309 CALLE SANDIA,SAN CLEMENTE,CA,92672,ORANGE,22,6,LICENSED,1/6/1998,,33.438917,-117.614583,Med_Dens_NoVeg,Very High,Risky,FALSE
RESIDENTIAL CARE ELDERLY,126801748,126801748,CA126801748,ROSELAND CARE HOME,"STAFFORD, GRACE","SMITH, CLEO",(707) 442-3656,6449 PURDUE DR.,EUREKA,CA,95503,HUMBOLDT,21,6,CLOSED,2/23/2005,10/3/2019,40.729682,-124.203406,Med_Dens_Intermix,Moderate,Risky,FALSE
RESIDENTIAL CARE ELDERLY,126803838,126803838,CA126803838,ROSELAND CARE HOME,"STAFFORD, GRACE & SMITH, CLEO","SMITH, CLEO",(707) 422-7330,6449 PURDUE DR,EUREKA,CA,95503,HUMBOLDT,21,6,LICENSED,10/3/2019,,40.729682,-124.203406,Med_Dens_Intermix,Moderate,Risky,FALSE
RESIDENTIAL CARE ELDERLY,45002445,45002445,CA045002445,ROSELEAF GARDENS,"FDM COMMUNITY SERVICES, INC.","KUPERMAN, FLORIE",(530) 895-0800,2770 SIERRA LADERA LANE,CHICO,CA,95928,BUTTE,25,56,LICENSED,11/30/2012,,39.745687,-121.783147,High_Dens_Interface,Moderate,Risky,FALSE
RESIDENTIAL CARE ELDERLY,45000959,45000959,CA045000959,ROSELEAF OROVILLE,"TIMECARE,INC.","LEE-ALLMOND, MELODY",(530) 538-8200,1900 20TH STREET,OROVILLE,CA,95965,BUTTE,25,60,CLOSED,2/7/2002,7/27/2017,39.518125,-121.608016,Med_Dens_Intermix,Moderate,Risky,Duplicate address
RESIDENTIAL CARE ELDERLY,45002619,45002619,CA045002619,ROSELEAF OROVILLE,FDM COMMUNITY SERVICES INC,"BROWN, TERRY",(530) 538-8200,1900 20TH STREET,OROVILLE,CA,95965,BUTTE,25,60,LICENSED,7/27/2017,,39.518125,-121.608016,Med_Dens_Intermix,Moderate,Risky,Duplicate address
RESIDENTIAL CARE ELDERLY,45002416,45002416,CA045002416,ROSELEAF SENIOR CARE,FDM COMMUNITY SERVICES,"GUEVARA, FLORANTE CHITO",(530) 896-1990,2180 HUMBOLDT ROAD,CHICO,CA,95928,BUTTE,25,16,LICENSED,3/23/2012,,39.739304,-121.800744,High_Dens_Interface,High,Risky,FALSE
RESIDENTIAL CARE ELDERLY,306005622,306005622,CA306005622,ROSELLE CARE LLC,"ROSELLE CARE, LLC","DE GUZMAN, VIRGILIO",(626) 617-8483,226 HANNAH WAY,PLACENTIA,CA,92870,ORANGE,22,6,LICENSED,10/24/2019,,33.879309,-117.86414,High_Dens_NoVeg,Urban Unzoned,Ok,Duplicate address
RESIDENTIAL CARE ELDERLY,342700759,342700759,CA342700759,ROSEMARY'S WILLOW GROVE HOME,"BITANCOR, ROSEMARY & BITANCOR, HOMER","BITANCOR, ROSEMARY",(916) 688-7576,8559 WILLOW GROVE WAY,SACRAMENTO,CA,95829,SACRAMENTO,27,4,PENDING,,,38.464013,-121.387151,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,107200829,107200829,CA107200829,ROSEMARY HOMES II,"RAJ, CHANDRA & MOHAN","RAJ, CHANDRA",(559) 291-1800,1828 SANTA ANA,CLOVIS,CA,93611,FRESNO,24,6,LICENSED,4/3/1999,,36.80459,-119.681295,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,107200687,107200687,CA107200687,ROSEMARY HOMES III,"RAJ, CHANDRA & MOHAN","RAJ, CHANDRA",(559) 291-7571,1848 SANTA ANA AVENUE,CLOVIS,CA,93611,FRESNO,24,6,LICENSED,3/27/1998,,36.804538,-119.680996,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,107201614,107201614,CA107201614,ROSEMARY HOMES IV,"RAJ, CHANDRA & MOHAN","RAJ, CHANDRA",(559) 291-1800,45 BURL AVENUE,CLOVIS,CA,93611,FRESNO,24,6,CLOSED,4/23/2003,3/26/2018,36.829809,-119.67617,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,347005704,347005704,CA347005704,ROSEMONT COURT MANOR,SCV3 LLC,"COLOMA, JOCYLYN",(916) 215-5224,3017 SUBARU CT,SACRAMENTO,CA,95826,SACRAMENTO,27,6,CLOSED,6/6/2017,10/29/2018,38.560605,-121.34969,Med_Dens_NoVeg,Urban Unzoned,Ok,Duplicate address
RESIDENTIAL CARE ELDERLY,280100687,280100687,CA280100687,ROSEMONT HOME,"LANUZA, HELEN O","LANUZA, DIOSDADO",(707) 255-0644,1000 MONTICELLO ROAD,NAPA,CA,94558,NAPA,21,15,CLOSED,7/9/1993,9/13/2017,38.325492,-122.273375,Med_Dens_NoVeg,Moderate,Risky,FALSE
RESIDENTIAL CARE ELDERLY,347003896,347003896,CA347003896,ROSEMONT SENIOR CARE HOME,"BUDEAN, LIDIA","BUDEAN, LIDIA",(916) 364-7673,3348 HUNTSMAN DRIVE,SACRAMENTO,CA,95826,SACRAMENTO,27,6,LICENSED,11/30/2007,,38.554907,-121.354228,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,336408373,336408373,CA336408373,ROSEMONT VILLA,FE MAESTRADO,FE MAESTRADO,(951) 787-4931,6116 BIG HORN DRIVE,RIVERSIDE,CA,92506,RIVERSIDE,18,6,LICENSED,2/3/2004,,33.942079,-117.353238,Med_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,315002010,315002010,CA315002010,ROSEPOINTE,"ROSEPOINTE, LLC","PINTEA, NICOLAIE",(916) 240-0294,6573 ROSE BRIDGE DRIVE,ROSEVILLE,CA,95678,PLACER,27,6,LICENSED,4/15/2008,,38.789985,-121.273301,Med_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,45001382,45001382,CA045001382,ROSES AND IVY ELDER CARE,"ROSES AND IVY ELDER CARE, INC","PERRY, BRIAN",(530) 894-7836,853 MANZANITA COURT,CHICO,CA,95926,BUTTE,25,20,LICENSED,6/30/2003,,39.75103,-121.84248,Med_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,405802284,405802284,CA405802284,ROSES ASSISTED LIVING LLC,LARRY THORNE ROSEMARIE THORNE,"THORNE, LARRY",(805) 462-3302,7270 VALLE AVE,ATASCADERO,CA,93422,SAN LUIS OBISPO,29,6,LICENSED,9/21/2017,,35.486182,-120.656426,Med_Dens_Interface,Moderate,Risky,FALSE
RESIDENTIAL CARE ELDERLY,216803624,216803624,CA216803624,ROSES RESIDENTIAL CARE FACILITY,"ABDISHIOU, ROBERT","ABDISHIOU, ROBERT",(415) 479-9638,1 ROOSEVELT AVE,SAN RAFAEL,CA,94903,MARIN,21,8,LICENSED,10/4/2016,,37.999533,-122.525441,High_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,306005299,306005299,CA306005299,ROSEWOOD CARE HOME,ROSEWOOD CARE HOME INC,"MALLARI, ANNA",(657) 667-0698,10821 VICKERS DRIVE,GARDEN GROVE,CA,92840,ORANGE,22,6,LICENSED,5/19/2017,,33.793951,-117.94436,Med_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,191290817,191290817,CA191290817,ROSEWOOD HOME,"DECENARIO, ROSEMARIE",ROSEMARIE F. DECENARIO,(818) 993-9719,9645 FULLBRIGHT AVENUE,CHATSWORTH,CA,91311,LOS ANGELES,31,6,LICENSED,7/27/1992,,34.24598,-118.578038,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,15600858,15600858,CA015600858,ROSEWOOD MANOR,"MEGINO, DANILO & YOLANDA","MEGINO, DANILO R.",(510) 797-6150,36179 RUSCHIN DRIVE,NEWARK,CA,94560,ALAMEDA,15,4,CLOSED,4/21/2004,10/11/2016,37.545922,-122.03589,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,75601312,75601312,CA075601312,ROSEWOOD RESIDENCE,"CUENCO, SOLEDAD SANTOS","CUENCO, SOLEDAD SANTOS",(510) 237-5769,5311 GARVIN AVENUE,RICHMOND,CA,94805,CONTRA COSTA,15,6,LICENSED,2/21/2007,,37.945291,-122.324908,High_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,79200904,79200904,CA079200904,"ROSEWOOD RESIDENCE, LLC",ROSEWOOD RESIDENCE LLC,"HERBERT, HELEN GRACE",(510) 215-1400,869 HUMBOLDT STREET,RICHMOND,CA,94805,CONTRA COSTA,15,6,LICENSED,11/12/2019,,37.946116,-122.325944,High_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,547208971,547208971,CA547208971,ROSEWOOD SENIOR LIVING,JAMES JONES,"JONES, JAMES",(559) 796-4703,3638 E. RACE AVE,VISALIA,CA,93292,TULARE,24,6,CLOSED,,9/5/2019,36.336309,-119.252279,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,547209041,547209041,CA547209041,ROSEWOOD SENIOR LIVING,ROSEWOOD SENIOR LIVING,"JONES, QUEENS",(559) 796-4703,3638 E RACE AVE,VISALIA,CA,93292,TULARE,24,6,PENDING,,,36.336309,-119.252279,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,336425526,336425526,CA336425526,"ROSE, THE","ROSE HOUSE LLC, THE",KEITH TUTT,(951) 780-2995,19351 LURIN AVE.,RIVERSIDE,CA,92508,RIVERSIDE,18,6,CLOSED,7/13/2012,2/19/2016,33.87628,-117.325479,Low_Dens_Interface,Moderate,Risky,FALSE
RESIDENTIAL CARE ELDERLY,347005653,347005653,CA347005653,ROSIE'S BLESSED HOME CARE,RODICA MISARAS,LORI JAMES,(916) 753-6838,6604 WOODMORE OAKS DR,ORANGEVALE,CA,95662,SACRAMENTO,27,6,CLOSED,12/4/2015,10/2/2017,38.687428,-121.254525,High_Dens_NoVeg,Urban Unzoned,Ok,Duplicate address
RESIDENTIAL CARE ELDERLY,415600712,415600712,CA415600712,ROSIE'S HOME FOR THE AGED,"FREITAS, HORACIO C.","FREITAS, MARIA N.",(650) 638-0352,317 WEST 20TH AVENUE,SAN MATEO,CA,94403,SAN MATEO,14,6,LICENSED,1/31/2008,,37.546904,-122.314659,Med_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,435294350,435294350,CA435294350,ROSS SENIOR CARE HOME,"F & L SENIOR CARE, LLC","PANGALIMAN, LEILANIE",(408) 266-0507,2858 ROSS AVENUE,SAN JOSE,CA,95124,SANTA CLARA,26,6,CLOSED,9/1/2010,3/27/2017,37.269713,-121.920533,High_Dens_NoVeg,Urban Unzoned,Ok,Duplicate address
RESIDENTIAL CARE ELDERLY,306005289,306005289,CA306005289,ROSSMOOR HOME ASSISTED LIVING,"KEEN HOME-COASTAL, LLC","DUTILE, VIRGINIA",(562) 508-5794,2921 ST ALBANS,LOS ALAMITOS,CA,90720,ORANGE,22,6,LICENSED,4/21/2017,,33.788026,-118.083041,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,306004407,306004407,CA306004407,ROSSMOOR SUNSHINE VILLA-FOSTER,"RIKMIN CO., INC.",RICARDO BANOS,(562) 572-9931,12521 FOSTER ROAD,LOS ALAMITOS,CA,90720,ORANGE,22,6,LICENSED,3/16/2012,,33.780968,-118.084954,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,306004790,306004790,CA306004790,ROSSMOOR SUNSHINE VILLA-KENSINGTON,RIKMIN CO.INC.,RICARDO BANOS,(562) 794-9047,11802 KENSINGTON RD.,ROSSMOOR,CA,90720,ORANGE,22,6,LICENSED,7/16/2015,,33.791003,-118.086338,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,306005479,306005479,CA306005479,ROSSMOOR SUNSHINE VILLA-OAK WAY,NSN CARE INC,"RESURRECCION, FLORMINE",(562) 572-9931,12772 OAK WAY DRIVE,ROSSMOOR,CA,90720,ORANGE,22,6,LICENSED,3/26/2019,,33.77706,-118.078133,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,306005213,306005213,CA306005213,ROSSMOOR SUNSHINE VILLA-RUTH ELAINE,NSN CARE INC.,"RESURRECCION, FLORMINE",(562) 572-9931,3212 RUTH ELAINE DRIVE,ROSSMOOR,CA,90720,ORANGE,22,6,LICENSED,5/18/2017,,33.802249,-118.077387,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,306004049,306004049,CA306004049,ROSSMOOR SUNSHINE VILLA-WEMBLEY,"NSN CARE, INC.",MINERVA RESURRECCION,(562) 493-3987,11322 WEMBLEY ROAD,LOS ALAMITOS,CA,90720,ORANGE,22,6,LICENSED,5/29/2009,,33.799188,-118.080716,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,71441131,71441131,CA071441131,"ROUND HILL CARE HOMES, INC.","ROUND HILL CARE HOMES, INC.",PEDRO D. ZAMORA,(925) 743-0890,22 DARTMOUTH PLACE,DANVILLE,CA,94526,CONTRA COSTA,15,6,LICENSED,1/28/1994,,37.811663,-121.986242,Med_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,71440596,71440596,CA071440596,"ROUNDHILL CARE HOMES, INC.","ROUNDHILL CARE HOMES, INC.",PEDRO D. ZAMORA,(925) 837-0599,3053 ROUNDHILL ROAD,ALAMO,CA,94507,CONTRA COSTA,15,6,LICENSED,3/14/1989,,37.859829,-122.01261,Med_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,565802458,565802458,CA565802458,ROWE RESIDENCE,ROWE RESIDENCE LLC,"ROWE, CHRISTINE",(805) 794-0019,11357 CASA STREET,VENTURA,CA,93004,VENTURA,31,6,LICENSED,11/2/2017,,34.297623,-119.156244,Med_Dens_Interface,Urban Unzoned,Risky,Duplicate address
RESIDENTIAL CARE ELDERLY,336412444,336412444,CA336412444,ROWELL GUEST HOME,"DIVINE LIVING HOME, LLC",ALELI B. ALCANTARA,(951) 243-6671,12340 MARQUETTE COURT,MORENO VALLEY,CA,92557,RIVERSIDE,18,6,CLOSED,8/22/2007,9/1/2016,33.941707,-117.208697,High_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,385600424,385600424,CA385600424,ROWENA'S HOME CARE 2,"PABLE, ROWENA M","PABLO, ROWENA M",(808) 429-0253,300 SALINAS AVE,SAN FRANCISCO,CA,94124,SAN FRANCISCO,14,6,CLOSED,,12/5/2016,37.721513,-122.399083,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,507208788,507208788,CA507208788,ROWENA'S HOME CARE 2,ROWENA'S HOME CARE 2 LLC,"PABLO, ROWENA M",(808) 429-0253,6107 TERMINAL AVENUE,RIVERBANK,CA,95367,STANISLAUS,27,6,LICENSED,7/5/2017,,37.727458,-120.931496,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,79200517,79200517,CA079200517,ROWENA'S HOMECARE,"PABLO, ROWENA","PABLO, ROWENA",(808) 429-0253,3116 JO ANN DR,RICHMOND,CA,94806,CONTRA COSTA,15,6,LICENSED,11/5/2015,,37.975351,-122.321563,Med_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,374603236,374603236,CA374603236,ROXIES ELDERLY HOMES I,ROXIES ELDERLY HOMES,TERESITA ROXAS,(760) 722-5920,290 HOLIDAY WAY,OCEANSIDE,CA,92057,SAN DIEGO,8,6,LICENSED,4/5/2013,,33.251223,-117.315505,High_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,374603237,374603237,CA374603237,ROXIES ELDERLY HOMES II,ROXIES ELDERLY HOMES,TERESITA ROXAS,(760) 637-2789,4560 VINYARD STREET,OCEANSIDE,CA,92057,SAN DIEGO,8,6,LICENSED,4/5/2013,,33.249765,-117.317859,High_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,374603238,374603238,CA374603238,ROXIES ELDERLY HOMES III,ROXIES ELDERLY HOMES,TERESITA ROXAS,(760) 295-8673,929 CHUMASH TRAIL,VISTA,CA,92084,SAN DIEGO,8,6,CLOSED,4/5/2013,3/22/2016,33.254737,-117.231631,Med_Dens_Interface,High,Risky,FALSE
RESIDENTIAL CARE ELDERLY,374603610,374603610,CA374603610,ROY'S HAVEN RESIDENTIAL CARE,"R & C PRIME MANAGEMENT, LLC","LEDEZMA, CORAZON",(619) 434-6975,659 SUNNYSIDE AVE,SAN DIEGO,CA,92114,SAN DIEGO,8,6,CLOSED,8/1/2014,11/7/2018,32.711834,-117.025898,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,107203215,107203215,CA107203215,ROY-AL CARE,"RIGON, RUDY","RIGON, RUDY G.",(559) 324-8792,2768 PURVIS AVE.,CLOVIS,CA,93611,FRESNO,24,6,LICENSED,9/19/2005,,36.814966,-119.660194,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,198601917,198601917,CA198601917,ROYAL ASSISTED LIVING,"AT HOME ELDER CARE, LLC",SIMLA MEHTA,(310) 483-6965,4925 AVENUE B,TORRANCE,CA,90505,LOS ANGELES,11,6,LICENSED,1/27/2015,,33.8261,-118.366211,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,107206335,107206335,CA107206335,ROYAL BOARD AND CARE FOR ELDERLY,"RIGON, RUDY","RIGON, RUDY",(559) 903-6846,3407 N. FRESNO,FRESNO,CA,93726,FRESNO,24,6,LICENSED,7/16/2010,,36.78131,-119.781853,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,425800347,425800347,CA425800347,ROYAL CARE HOME,"VEA, LEILANIE A.",LEILANIE ACOSTA VEA,(805) 925-9441,338 EAST CRESTON DRIVE,SANTA MARIA,CA,93454,SANTA BARBARA,29,6,LICENSED,5/1/1998,,34.971003,-120.431348,High_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,15600756,15600756,CA015600756,ROYAL COLONY VIEW PLACE,"ROYAL COLONY VIEW PLACE, LLC",JULIANA TABURAZA,(510) 889-1288,2767 COLONY VIEW PLACE,HAYWARD,CA,94541,ALAMEDA,15,8,LICENSED,8/21/2003,,37.668649,-122.050886,Med_Dens_Interface,High,Risky,FALSE
RESIDENTIAL CARE ELDERLY,97003692,97003692,CA097003692,ROYAL GARDEN,"DIZON, SHIRLEY","DIZON, MARIA SUSIE",(916) 939-6940,2961 WARREN LANE,EL DORADO HILLS,CA,95762,EL DORADO,27,6,LICENSED,10/15/2007,,38.685919,-121.081374,Med_Dens_Interface,Urban Unzoned,Risky,FALSE
RESIDENTIAL CARE ELDERLY,197602857,197602857,CA197602857,ROYAL GARDEN,"LABENDZE, SOPHIA","KIGEL, ALEKSANDR",(818) 909-0210,6159 ATOLL AVE,VALLEY GLEN,CA,91401,LOS ANGELES,31,6,LICENSED,5/25/2000,,34.182783,-118.420467,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,197603746,197603746,CA197603746,ROYAL GARDEN BOARD AND CARE II,SOPHIA LABENDZE,RADA KIGEL,(818) 609-7753,5909 MELVIN AVENUE,TARZANA,CA,91356,LOS ANGELES,31,6,LICENSED,5/7/2002,,34.177823,-118.560228,Med_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,197603747,197603747,CA197603747,ROYAL GARDEN BOARD & CARE III,"LABENDZE, SOPHIA",RADA KIGEL,(818) 609-7763,5809 MELVIN AVENUE,TARZANA,CA,91356,LOS ANGELES,31,6,LICENSED,5/7/2002,,34.176125,-118.560225,Med_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,197604841,197604841,CA197604841,ROYAL GARDEN ESTATE II,WHIPMOCHA.INC.,BEBERLINA O. PERRINE,(818) 363-6477,16648 SAN FERNANDO MISSION BLV,GRANADA HILLS,CA,91344,LOS ANGELES,31,6,CLOSED,7/7/2004,3/3/2017,34.271833,-118.495174,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,374601332,374601332,CA374601332,ROYAL GARDEN GUEST HOME,"TABLADILLO, EDNA",RODOLFO TABLADILLO,(619) 420-0830,39 G STREET,CHULA VISTA,CA,91910,SAN DIEGO,8,6,LICENSED,4/14/2003,,32.641405,-117.067637,Med_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,107201340,107201340,CA107201340,ROYAL GARDENS,VR ENIGMA INC./MALIKA BALLY KA OR SINGH,"SHIRAI, ADOR",(559) 433-1887,9127 NORTH BACKER AVENUE,FRESNO,CA,93720,FRESNO,24,6,CLOSED,9/14/2001,9/25/2016,36.868459,-119.746296,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,107207114,107207114,CA107207114,ROYAL GARDENS,"VR ENIGMA, INC.","SINGH, M. BALLY",(559) 433-1887,6735 E. MCKENZIE AVENUE,FRESNO,CA,93727,FRESNO,24,6,LICENSED,6/2/2016,,36.745604,-119.668141,Med_Dens_NoVeg,Urban Unzoned,Ok,FALSE
RESIDENTIAL CARE ELDERLY,347003623,347003623,CA347003623,ROYAL GARDENS ELDER CARE,"DIZON, ROBERTO & SHIRLEY","DIZON, SHIRLEY V.",(916) 631-7720,10812 GLENHAVEN WAY,RANCHO CORDOVA,CA,95670,SACRAMENTO,27,6,LICENSED,3/17/2008,,38.602522,-121.283372,High_Dens_NoVeg,Urban Unzoned,Ok,FALSE
