Facility Number,Visit Date,V Month,V Date,V Year,Facility Name,Address,City,Zip,County,State,Telephone,Facility Type,Section Cited,General section
366423526,11/10/2016,11,10,2016,EMERALD VISTA,6222 GLORIA STREET,CHINO,91710,San Bernardino,CA,(909) 590-1923,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197607206,11/10/2016,11,10,2016,"GOLDEN CARE LIVING, INC.",2052 REDONDELA DRIVE,RANCHO PALOS VERDES,90275,Los Angeles,CA,(310) 989-1941,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197606934,11/9/2016,11,9,2016,CELEBRITY CARE HOME,233 W. 234TH STREET,CARSON,90745,Los Angeles,CA,(310) 830-8366,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
191220159,11/3/2016,11,3,2016,MANILA MANOR I,17734 BALTAR STREET,RESEDA,91335,Los Angeles,CA,(818) 600-8922,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
75601411,10/28/2016,10,28,2016,MUIR CREEK SENIOR HOME,1066 MUIR CREEK DRIVE,PITTSBURG,94565,Contra Costa,CA,(925) 427-7049,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
75601314,10/31/2016,10,31,2016,MOUNTAIN RIDGE SENIOR CARE,5187 DOMENGINE WAY,ANTIOCH,94531,Contra Costa,CA,(925) 776-7537,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
306004545,10/25/2016,10,25,2016,ASTORIA RETIREMENT AT DOVER SHORES,1412 SANTIAGO DRIVE,NEWPORT BEACH,92660,Orange,CA,(714) 306-2253,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
374603032,10/21/2016,10,21,2016,MCINTOSH MANOR,2590 MAJELLA RD,VISTA,92084,San Diego,CA,(760) 216-6344,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
415600912,6/27/2016,6,27,2016,"DELIA'S RETIREMENT HOME, INC",52 ARLINGTON DRIVE,SOUTH SAN FRANCISCO,94080,San Mateo,CA,(650) 757-1768,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
374603609,10/18/2016,10,18,2016,VISTA SUNRISE ELDER CARE,1904 CRESTHAVEN DRIVE,VISTA,92084,San Diego,CA,(760) 558-9852,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
75601057,10/7/2016,10,7,2016,"AMERICAN LEGACY CARE HOME, INC",1778 CHAPARRAL DR,PITTSBURG,94565,Contra Costa,CA,(925) 439-5663,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
300613124,10/6/2016,10,6,2016,ORAVILLA GUEST HOME,2906 E HOOVER,ORANGE,92867,Orange,CA,(714) 639-1465,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
198601632,10/6/2016,10,6,2016,ST. JOSEPH'S HOME FOR THE ELDERLY,2408 SAN JACINTO DR.,CLAREMONT,91711,Los Angeles,CA,(626) 392-9132,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
340317573,10/5/2016,10,5,2016,TRENTWICK PLACE SENIOR CARE HOME,2600 TRENTWICK CT.,CARMICHAEL,95608,Sacramento,CA,(916) 692-5325,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197606934,10/4/2016,10,4,2016,CELEBRITY CARE HOME,233 W. 234TH STREET,CARSON,90745,Los Angeles,CA,(310) 830-8366,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
374601774,9/29/2016,9,29,2016,VISTA PALM RESIDENTIAL FACILITY,1181 EUCALYPTUS AVE,VISTA,92084,San Diego,CA,(760) 940-4221,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
11440152,9/27/2016,9,27,2016,GALICIA'S TULIP CARE HOME,1771 TULIP AVE.,HAYWARD,94545,Alameda,CA,(510) 782-6355,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
75600657,9/23/2016,9,23,2016,GERICARE OF RICHMOND,804 JOHNSON DRIVE,RICHMOND,94806,Contra Costa,CA,(510) 965-1146,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
374601242,9/16/2016,9,16,2016,COUNTRY GARDENS,1504 HILLCREST LANE,FALLBROOK,92028,San Diego,CA,(760) 728-5656,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
374602987,9/16/2016,9,16,2016,GOLDEN GARDENS,725 GOLDEN LN,FALLBROOK,92028,San Diego,CA,(760) 645-3325,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
435294358,8/29/2016,8,29,2016,HARVY'S HOME CARE,410 FIELDCREST DRIVE,SAN JOSE,95123,Santa Clara,CA,(408) 482-6758,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
374602505,9/14/2016,9,14,2016,MELROSE PLACE,906 STRAWBERRY HILL LANE,VISTA,92084,San Diego,CA,(760) 643-0499,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
75601313,9/14/2016,9,14,2016,CYPRESS MANOR GUEST HOME,1712 GEARY ROAD,WALNUT CREEK,94597,Contra Costa,CA,(925) 210-1922,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
107200687,8/11/2016,8,11,2016,ROSEMARY HOMES III,1848 SANTA ANA AVENUE,CLOVIS,93611,Fresno,CA,(559) 291-7571,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
430708303,9/8/2016,9,8,2016,GOLDEN AGERS HOME,1887 KILCHOAN WAY,SAN JOSE,95122,Santa Clara,CA,(408) 286-6277,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
247200542,9/2/2016,9,2,2016,BETTER LIVING CARE,608 LEHIGH,MERCED,95340,Merced,CA,(209) 723-1275,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
486801831,8/29/2016,8,29,2016,"BENICIA ANGEL'S HOME 1, INC.",458 MILLS DRIVE,BENICIA,94510,Solano,CA,(707) 748-0482,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
75601312,8/25/2016,8,25,2016,ROSEWOOD RESIDENCE,5311 GARVIN AVENUE,RICHMOND,94805,Contra Costa,CA,(510) 237-5769,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
435201951,8/22/2016,8,22,2016,PENDAR'S RESIDENTIAL CARE,515 TUSCARORA DR.,SAN JOSE,95123,Santa Clara,CA,(408) 578-6785,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
374603585,8/23/2016,8,23,2016,ALVIN'S HOMECARE,724 DRIFTWOOD LANE,FALLBROOK,92028,San Diego,CA,(760) 990-4694,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197603622,8/23/2016,8,23,2016,NONNO'S GUEST HOME,2602 OSTROM AVENUE,LONG BEACH,90815,Los Angeles,CA,(562) 505-8585,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
15601262,8/18/2016,8,18,2016,SHANNEN GUEST HOME,5727 RUNNING HILLS AVENUE,LIVERMORE,94551,Alameda,CA,(925) 980-1087,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
435202458,8/18/2016,8,18,2016,SAFE HAVEN VILLA CARE HOME,215 CASTILLON WAY,SAN JOSE,95119,Santa Clara,CA,(408) 674-6985,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
11441138,8/17/2016,8,17,2016,BAY HARBOUR RESIDENTIAL CARE HOME,510 CENTRAL AVE,ALAMEDA,94501,Alameda,CA,(510) 523-0113,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
107200829,8/11/2016,8,11,2016,ROSEMARY HOMES II,1828 SANTA ANA,CLOVIS,93611,Fresno,CA,(559) 291-1800,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197803516,8/5/2016,8,5,2016,STONEGATE GUEST HOME,1170 CHISOLM TRAIL DR.,DIAMOND BAR,91765,Los Angeles,CA,(909) 861-3856,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
207206551,7/28/2016,7,28,2016,COUNTRY ROSE GUEST HOME,34254 JENNIFER LANE,COARSEGOLD,93614,Madera,CA,(559) 641-6471,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197607201,7/13/2016,7,13,2016,GOLDEN CITY HOME CARE,2451 W. 230TH STREET,TORRANCE,90501,Los Angeles,CA,(310) 325-1995,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
75601535,7/7/2016,7,7,2016,CARTER PLACE,27 CARTER CT.,EL SOBRANTE,94803,Contra Costa,CA,(510) 223-1696,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
486800552,6/14/2016,6,14,2016,WOOD CREEK HOME,1400 ANDOVER CT.,FAIRFIELD,94533,Solano,CA,(707) 427-2789,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
15601284,6/1/2016,6,1,2016,RAKSHA 6,1133 GARFIELD AVENUE,ALBANY,94706,Alameda,CA,(510) 558-7241,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
306004150,5/19/2016,5,19,2016,BLUE WATER VISTA,2707 BLUE WATER DRIVE,CORONA DEL MAR,92625,Orange,CA,(949) 706-0568,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197606618,5/18/2016,5,18,2016,RETZEL CARE HOME II,9540 DONNA AVENUE,NORTHRIDGE,91324,Los Angeles,CA,(818) 993-0089,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
306002428,5/10/2016,5,10,2016,FAMILY CARE - EL MAR HOME,26542 EL MAR DRIVE,MISSION VIEJO,92691,Orange,CA,(949) 589-0145,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
306002997,5/2/2016,5,2,2016,GOLDEN COAST SENIOR LIVING - LN,30471 VIA ALCAZAR AVENUE,LAGUNA NIGUEL,92677,Orange,CA,(949) 338-3857,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197607885,4/14/2016,4,14,2016,D'ANGELO CARE VILLA,10 FRANCISCAN PLACE,PHILLIPS RANCH,91766,Los Angeles,CA,(909) 868-1810,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
486801443,3/29/2016,3,29,2016,MASONIC GUEST HOME,310 MASONIC DR.,VALLEJO,94591,Solano,CA,(707) 554-1432,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197802496,3/28/2016,3,28,2016,MERIDIAN MANOR,1325 MERIDIAN AVENUE,SOUTH PASADENA,91030,Los Angeles,CA,(323) 344-8700,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
374603202,1/22/2016,1,22,2016,CROSSROADS HOME CARE,2512 HEATHER PLACE,ESCONDIDO,92027,San Diego,CA,(760) 690-2820,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
435294205,1/27/2016,1,27,2016,RITZ GARCIA RESIDENTIAL CARE HOME,5911 CAHALAN AVENUE,SAN JOSE,95123,Santa Clara,CA,(408) 281-2465,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
306004501,1/19/2016,1,19,2016,PACIFIC SHORES,25422 PACIFICA,MISSION VIEJO,92692,Orange,CA,(949) 273-8002,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
306004678,12/21/2017,12,21,2017,PARADISE RESIDENTIAL SENIOR CARE 4,24102 ADONIS STREET,MISSION VIEJO,92691,Orange,CA,(949) 305-9966,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
496801890,12/20/2017,12,20,2017,PENNGROVE SHANGRI-LA,1762 WEISS LANE,PENNGROVE,94951,Sonoma,CA,(707) 795-7921,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
435294155,12/19/2017,12,19,2017,ST. ANNE'S HOME FOR ELDERLY,790 LAKEBIRD DRIVE,SUNNYVALE,94089,Santa Clara,CA,(408) 744-1752,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
496800528,12/15/2017,12,15,2017,ST. FRANCIS RESIDENTIAL CARE,804 ST. FRANCIS DRIVE,PETALUMA,94954,Sonoma,CA,(707) 763-8289,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
75600012,12/14/2017,12,14,2017,WILLOW GLEN RESIDENCE,2040 MENDOCINO DRIVE,BAY POINT,94565,Contra Costa,CA,(925) 458-5057,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
75601569,12/14/2017,12,14,2017,BALTIC SEA MANOR II,2237 LYNBROOK DRIVE,PITTSBURG,94565,Contra Costa,CA,(925) 783-0988,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
306000351,12/11/2017,12,11,2017,QUALITY LIFE HOMES #2,23962 HILLHURST DRIVE,LAGUNA NIGUEL,92677,Orange,CA,(949) 249-3428,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
216801923,11/29/2017,11,29,2017,YOUNG AT HEART RCFE,37 MENDOCINO LANE,NOVATO,94947,Marin,CA,(415) 209-6185,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
75601411,11/9/2017,11,9,2017,MUIR CREEK SENIOR HOME,1066 MUIR CREEK DRIVE,PITTSBURG,94565,Contra Costa,CA,(925) 427-7049,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
415600734,11/8/2017,11,8,2017,GONZALES HOME,3645 FLEETWOOD DRIVE,SAN BRUNO,94066,San Mateo,CA,(650) 589-8820,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
75601237,11/3/2017,11,3,2017,SEIKO'S PLACE #2,5199 OLIVE DRIVE,CONCORD,94521,Contra Costa,CA,(925) 681-3229,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
565801973,10/27/2017,10,27,2017,THOUSAND OAKS SENIOR CARE ASSISTED LIVING,269 NORTH WENDY DRIVE,NEWBURY PARK,91320,Ventura,CA,(805) 716-0286,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
75601429,10/20/2017,10,20,2017,CK CARE HOME,3724 NORTHPARK COURT,CONCORD,94519,Contra Costa,CA,(925) 459-2552,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
374603462,10/18/2017,10,18,2017,VILLA MONTICELLO ASSISTED LIVING,25695 N. CENTRE CITY PARKWAY,ESCONDIDO,92026,San Diego,CA,(760) 738-1555,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
347005473,10/16/2017,10,16,2017,SCANDIA CARE FOR ELDERLY,2844 SCANDIA WAY,CARMICHAEL,95608,Sacramento,CA,(916) 996-1680,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
79200392,10/12/2017,10,12,2017,EMA BOARD AND CAREHOME,1131 ALAMO WAY,PITTSBURG,94565,Contra Costa,CA,(925) 458-7098,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
435200791,10/6/2017,10,6,2017,CONSTANTIN'S CARE HOME,5836 ETTERSBERG DRIVE,SAN JOSE,95123,Santa Clara,CA,(408) 229-0365,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
347005212,10/3/2017,10,3,2017,CYPRESS HOME CARE,4801 CYPRESS AVENUE,CARMICHAEL,95608,Sacramento,CA,(916) 993-8479,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
445201931,9/29/2017,9,29,2017,RILLERA'S GUEST HOME 2,115 GERA COURT,WATSONVILLE,95076,Santa Cruz,CA,(831) 768-1965,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
445201621,9/29/2017,9,29,2017,DE UN AMOR,460 EUREKA CANYON ROAD,CORRALITOS,95076,Santa Cruz,CA,(831) 728-0303,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
415600963,9/26/2017,9,26,2017,"PRN CARE HOME, INC",87 BERTA CIR,DALY CITY,94015,San Mateo,CA,(415) 999-9560,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197608988,9/15/2017,9,15,2017,BENTLEY HILLS BY SERENITY CARE HEALTH,3121 CASTLE HEIGHTS AVENUE,LOS ANGELES,90034,Los Angeles,CA,(213) 478-0739,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
157206772,8/31/2017,8,31,2017,DEAN'S CARE VILLA 725,10725 RISING SUN DRIVE,BAKERSFIELD,93312,Kern,CA,(661) 829-5570,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
306001319,8/25/2017,8,25,2017,FLORAL PARK ASSISTED LIVING,2606 N. OLIVE LANE,SANTA ANA,92706,Orange,CA,(714) 568-9971,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
19200513,6/23/2017,6,23,2017,PACIFICA SENIOR LIVING OAKLAND,"2330, 2350, 2361 E 29TH ST",OAKLAND,94606,Alameda,CA,(510) 534-3637,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197606116,8/23/2017,8,23,2017,MARLIN MANORS - FULTON,5010 FULTON AVENUE,SHERMAN OAKS,91423,Los Angeles,CA,(818) 788-9978,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
75600863,8/23/2017,8,23,2017,REDWOOD HOME,10 SHEILA COURT,PLEASANT HILL,94523,Contra Costa,CA,(925) 933-2575,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
336425524,8/22/2017,8,22,2017,EMORY TERRACE,34 EMORY AVENUE,BEAUMONT,92223,Riverside,CA,(951) 402-3697,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197608844,8/18/2017,8,18,2017,TRIUMPHANT ELDERLY CARE LLC,8106 LOMA VERDE AVENUE,CANOGA PARK,91304,Los Angeles,CA,(818) 718-0978,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
415600692,8/16/2017,8,16,2017,HEIRLOOM GARDENS OF BURLINGAME,1424 SANCHEZ AVENUE,BURLINGAME,94010,San Mateo,CA,(650) 922-1039,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
306004070,8/14/2017,8,14,2017,LAGUNA COTTAGE,25464 VIA ESTUDIO,LAGUNA NIGUEL,92677,Orange,CA,(949) 545-6802,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
306004504,8/14/2017,8,14,2017,LAGUNA COTTAGE #2,25466 VIA ESTUDIO,LAGUNA NIGUEL,92677,Orange,CA,(714) 926-6010,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
336405651,8/8/2017,8,8,2017,VILLA ANNE,3011 NOVA SCOTIA,RIVERSIDE,92506,Riverside,CA,(951) 784-1066,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
486801896,8/2/2017,8,2,2017,CAMINO ALTO RESIDENCE CLUB,105 POWER DRIVE,VALLEJO,94589,Solano,CA,(707) 643-7617,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
374601240,7/21/2017,7,21,2017,CITRUS GARDEN RESIDENTIAL CARE,704 VIA LADERA,ESCONDIDO,92029,San Diego,CA,(760) 739-1061,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
336423858,7/17/2017,7,17,2017,DESERT BREEZE SENIOR LIVING I,64502 BRAE BURN AVE,DESERT HOT SPRINGS,92240,Riverside,CA,(760) 329-1849,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
79200522,7/14/2017,7,14,2017,FRIENDSHIP CARE HOME,1907 CAVALLO ROAD,ANTIOCH,94509,Contra Costa,CA,(925) 732-7364,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
19200452,6/28/2017,6,28,2017,LIVERMORE VALLEY SENIOR LIVING,3356 EAST AVENUE,LIVERMORE,94550,Alameda,CA,(925) 447-5383,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
421703043,6/28/2017,6,28,2017,AVE'S BOARD AND CARE,111 CRESCENT AVE,SANTA MARIA,93455,Santa Barbara,CA,(805) 937-4925,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197604069,6/25/2017,6,25,2017,PORTER RANCH ALOHA II,20022 VINTAGE ST,CHATSWORTH,91311,Los Angeles,CA,(818) 429-4434,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197607882,6/23/2017,6,23,2017,ANGEL ASSISTED LIVING SERVICES,4401 234TH PLACE,TORRANCE,90505,Los Angeles,CA,(310) 227-9314,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
415600080,6/21/2017,6,21,2017,SAN MATEO VILLA,1661 MCKINLEY STREET,SAN MATEO,94402,San Mateo,CA,(650) 570-6475,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
374603228,6/12/2017,6,12,2017,RB SENIOR RESIDENCES II,15158 JENELL STREET,POWAY,92064,San Diego,CA,(858) 883-2180,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197608123,6/12/2017,6,12,2017,SKYLINK VISTA,3310 CLARK AVE,LONG BEACH,90808,Los Angeles,CA,(562) 354-6612,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
198602074,6/2/2017,6,2,2017,A FAMILY TOUCH SENIOR LIVING,5325 SENFORD AVENUE,LOS ANGELES,90056,Los Angeles,CA,(310) 422-2561,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
336413072,6/2/2017,6,2,2017,ENDLESS CARE FACILITY,1989 WARWICK STREET,SAN JACINTO,92582,Riverside,CA,(951) 654-7367,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
15600156,6/2/2017,6,2,2017,BETHANY HOME CARE,9450 MOUNTAIN BOULEVARD,OAKLAND,94605,Alameda,CA,(510) 633-1393,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
306003728,5/30/2017,5,30,2017,SUNSHINE CARE,25131 VIA PORTOLA,LAGUNA NIGUEL,92677,Orange,CA,(949) 481-4816,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
197608066,5/30/2017,5,30,2017,FAMILY CARE MANOR,14127 TIARA STREET,SHERMAN OAKS,91401,Los Angeles,CA,(818) 988-4557,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
374602155,5/26/2017,5,26,2017,TWIN OAKS MANOR,1719 MEDINAH,SAN MARCOS,92069,San Diego,CA,(760) 798-1588,740 - RESIDENTIAL CARE ELDERLY,87705(k)(3),Early EMERGENCY AND DISASTER PLAN REQUIREMENTS
